Joint1,Joint2,Joint3,Joint4,X,Y,Z,R
-5.3,0,0,-26.3737,205.8163,-19.093,135,-31.6737
-5.2,0,0,-26.3737,205.8493,-18.7338,135,-31.5737
-5.1,0,0,-26.3737,205.8817,-18.3745,135,-31.4737
-5,0,0,-26.3737,205.9135,-18.0151,135,-31.3737
-4.9,0,0,-26.3737,205.9446,-17.6557,135,-31.2737
-4.8,0,0,-26.3737,205.9751,-17.2962,135,-31.1737
-4.7,0,0,-26.3737,206.0049,-16.9367,135,-31.0737
-4.6,0,0,-26.3737,206.0342,-16.5771,135,-30.9737
-4.5,0,0,-26.3737,206.0628,-16.2175,135,-30.8737
-4.4,0,0,-26.3737,206.0908,-15.8578,135,-30.7737
-4.3,0,0,-26.3737,206.1182,-15.4981,135,-30.6737
-4.2,0,0,-26.3737,206.1449,-15.1383,135,-30.5737
-4.1,0,0,-26.3737,206.171,-14.7785,135,-30.4737
-4,0,0,-26.3737,206.1965,-14.4187,135,-30.3737
-3.9,0,0,-26.3737,206.2213,-14.0588,135,-30.2737
-3.8,0,0,-26.3737,206.2456,-13.6988,135,-30.1737
-3.7,0,0,-26.3737,206.2691,-13.3388,135,-30.0737
-3.6,0,0,-26.3737,206.2921,-12.9788,135,-29.9737
-3.5,0,0,-26.3737,206.3145,-12.6187,135,-29.8737
-3.4,0,0,-26.3737,206.3362,-12.2586,135,-29.7737
-3.3,0,0,-26.3737,206.3573,-11.8985,135,-29.6737
-3.2,0,0,-26.3737,206.3777,-11.5383,135,-29.5737
-3.1,0,0,-26.3737,206.3975,-11.1781,135,-29.4737
-3,0,0,-26.3737,206.4167,-10.8178,135,-29.3737
-2.9,0,0,-26.3737,206.4353,-10.4576,135,-29.2737
-2.8,0,0,-26.3737,206.4532,-10.0972,135,-29.1737
-2.7,0,0,-26.3737,206.4705,-9.7369,135,-29.0737
-2.6,0,0,-26.3737,206.4872,-9.3765,135,-28.9737
-2.5,0,0,-26.3737,206.5033,-9.0161,135,-28.8737
-2.4,0,0,-26.3737,206.5187,-8.6557,135,-28.7737
-2.3,0,0,-26.3737,206.5335,-8.2952,135,-28.6737
-2.2,0,0,-26.3737,206.5476,-7.9348,135,-28.5737
-2.1,0,0,-26.3737,206.5612,-7.5743,135,-28.4737
-2,0,0,-26.3737,206.5741,-7.2137,135,-28.3737
-1.9,0,0,-26.3737,206.5863,-6.8532,135,-28.2737
-1.8,0,0,-26.3737,206.598,-6.4926,135,-28.1737
-1.7,0,0,-26.3737,206.609,-6.132,135,-28.0737
-1.6,0,0,-26.3737,206.6194,-5.7714,135,-27.9737
-1.5,0,0,-26.3737,206.6292,-5.4108,135,-27.8737
-1.4,0,0,-26.3737,206.6383,-5.0501,135,-27.7737
-1.3,0,0,-26.3737,206.6468,-4.6895,135,-27.6737
-1.2,0,0,-26.3737,206.6547,-4.3288,135,-27.5737
-1.1,0,0,-26.3737,206.6619,-3.9681,135,-27.4737
-1,0,0,-26.3737,206.6685,-3.6074,135,-27.3737
-0.9,0,0,-26.3737,206.6745,-3.2467,135,-27.2737
-0.8,0,0,-26.3737,206.6799,-2.886,135,-27.1737
-0.7,0,0,-26.3737,206.6846,-2.5253,135,-27.0737
-0.6,0,0,-26.3737,206.6887,-2.1645,135,-26.9737
-0.5,0,0,-26.3737,206.6921,-1.8038,135,-26.8737
-0.4,0,0,-26.3737,206.695,-1.443,135,-26.7737
-0.3,0,0,-26.3737,206.6972,-1.0823,135,-26.6737
-0.2,0,0,-26.3737,206.6987,-0.7215,135,-26.5737
-0.1,0,0,-26.3737,206.6997,-0.3608,135,-26.4737
-8.36E-13,0,0,-26.3737,206.7,0,135,-26.3737
0.1,0,0,-26.3737,206.6997,0.3608,135,-26.2737
0.2,0,0,-26.3737,206.6987,0.7215,135,-26.1737
0.3,0,0,-26.3737,206.6972,1.0823,135,-26.0737
0.4,0,0,-26.3737,206.695,1.443,135,-25.9737
0.5,0,0,-26.3737,206.6921,1.8038,135,-25.8737
0.6,0,0,-26.3737,206.6887,2.1645,135,-25.7737
0.7,0,0,-26.3737,206.6846,2.5253,135,-25.6737
0.8,0,0,-26.3737,206.6799,2.886,135,-25.5737
0.9,0,0,-26.3737,206.6745,3.2467,135,-25.4737
1,0,0,-26.3737,206.6685,3.6074,135,-25.3737
1.1,0,0,-26.3737,206.6619,3.9681,135,-25.2737
1.2,0,0,-26.3737,206.6547,4.3288,135,-25.1737
1.3,0,0,-26.3737,206.6468,4.6895,135,-25.0737
1.4,0,0,-26.3737,206.6383,5.0501,135,-24.9737
1.5,0,0,-26.3737,206.6292,5.4108,135,-24.8737
1.6,0,0,-26.3737,206.6194,5.7714,135,-24.7737
1.7,0,0,-26.3737,206.609,6.132,135,-24.6737
1.8,0,0,-26.3737,206.598,6.4926,135,-24.5737
1.9,0,0,-26.3737,206.5863,6.8532,135,-24.4737
2,0,0,-26.3737,206.5741,7.2137,135,-24.3737
2.1,0,0,-26.3737,206.5612,7.5743,135,-24.2737
2.2,0,0,-26.3737,206.5476,7.9348,135,-24.1737
2.3,0,0,-26.3737,206.5335,8.2952,135,-24.0737
2.4,0,0,-26.3737,206.5187,8.6557,135,-23.9737
2.5,0,0,-26.3737,206.5033,9.0161,135,-23.8737
2.6,0,0,-26.3737,206.4872,9.3765,135,-23.7737
2.7,0,0,-26.3737,206.4705,9.7369,135,-23.6737
2.8,0,0,-26.3737,206.4532,10.0972,135,-23.5737
2.9,0,0,-26.3737,206.4353,10.4576,135,-23.4737
3,0,0,-26.3737,206.4167,10.8178,135,-23.3737
3.1,0,0,-26.3737,206.3975,11.1781,135,-23.2737
3.2,0,0,-26.3737,206.3777,11.5383,135,-23.1737
3.3,0,0,-26.3737,206.3573,11.8985,135,-23.0737
3.4,0,0,-26.3737,206.3362,12.2586,135,-22.9737
3.5,0,0,-26.3737,206.3145,12.6187,135,-22.8737
3.6,0,0,-26.3737,206.2921,12.9788,135,-22.7737
3.7,0,0,-26.3737,206.2691,13.3388,135,-22.6737
3.8,0,0,-26.3737,206.2456,13.6988,135,-22.5737
3.9,0,0,-26.3737,206.2213,14.0588,135,-22.4737
4,0,0,-26.3737,206.1965,14.4187,135,-22.3737
4.1,0,0,-26.3737,206.171,14.7785,135,-22.2737
4.2,0,0,-26.3737,206.1449,15.1383,135,-22.1737
4.3,0,0,-26.3737,206.1182,15.4981,135,-22.0737
4.4,0,0,-26.3737,206.0908,15.8578,135,-21.9737
4.5,0,0,-26.3737,206.0628,16.2175,135,-21.8737
4.6,0,0,-26.3737,206.0342,16.5771,135,-21.7737
4.7,0,0,-26.3737,206.0049,16.9367,135,-21.6737
4.8,0,0,-26.3737,205.9751,17.2962,135,-21.5737
4.9,0,0,-26.3737,205.9446,17.6557,135,-21.4737
5,0,0,-26.3737,205.9135,18.0151,135,-21.3737
5.1,0,0,-26.3737,205.8817,18.3745,135,-21.2737
5.2,0,0,-26.3737,205.8493,18.7338,135,-21.1737
5.3,0,0,-26.3737,205.8163,19.093,135,-21.0737
5.4,0,0,-26.3737,205.7827,19.4522,135,-20.9737
5.5,0,0,-26.3737,205.7484,19.8113,135,-20.8737
5.6,0,0,-26.3737,205.7135,20.1704,135,-20.7737
5.7,0,0,-26.3737,205.678,20.5294,135,-20.6737
5.8,0,0,-26.3737,205.6418,20.8883,135,-20.5737
5.9,0,0,-26.3737,205.6051,21.2472,135,-20.4737
6,0,0,-26.3737,205.5677,21.606,135,-20.3737
6.1,0,0,-26.3737,205.5297,21.9648,135,-20.2737
6.2,0,0,-26.3737,205.491,22.3235,135,-20.1737
6.3,0,0,-26.3737,205.4517,22.6821,135,-20.0737
6.4,0,0,-26.3737,205.4118,23.0406,135,-19.9737
6.5,0,0,-26.3737,205.3713,23.3991,135,-19.8737
6.6,0,0,-26.3737,205.3302,23.7575,135,-19.7737
6.7,0,0,-26.3737,205.2884,24.1158,135,-19.6737
6.8,0,0,-26.3737,205.246,24.4741,135,-19.5737
6.9,0,0,-26.3737,205.2029,24.8323,135,-19.4737
7,0,0,-26.3737,205.1593,25.1904,135,-19.3737
7.1,0,0,-26.3737,205.115,25.5484,135,-19.2737
7.2,0,0,-26.3737,205.0701,25.9064,135,-19.1737
7.3,0,0,-26.3737,205.0246,26.2643,135,-19.0737
7.4,0,0,-26.3737,204.9784,26.622,135,-18.9737
7.5,0,0,-26.3737,204.9317,26.9798,135,-18.8737
7.6,0,0,-26.3737,204.8842,27.3374,135,-18.7737
7.7,0,0,-26.3737,204.8362,27.6949,135,-18.6737
7.8,0,0,-26.3737,204.7876,28.0524,135,-18.5737
7.9,0,0,-26.3737,204.7383,28.4098,135,-18.4737
8,0,0,-26.3737,204.6884,28.7671,135,-18.3737
8.1,0,0,-26.3737,204.6379,29.1243,135,-18.2737
8.2,0,0,-26.3737,204.5867,29.4814,135,-18.1737
8.3,0,0,-26.3737,204.535,29.8384,135,-18.0737
8.4,0,0,-26.3737,204.4826,30.1954,135,-17.9737
8.5,0,0,-26.3737,204.4296,30.5522,135,-17.8737
8.6,0,0,-26.3737,204.3759,30.909,135,-17.7737
8.7,0,0,-26.3737,204.3217,31.2656,135,-17.6737
8.8,0,0,-26.3737,204.2668,31.6222,135,-17.5737
8.9,0,0,-26.3737,204.2113,31.9786,135,-17.4737
9,0,0,-26.3737,204.1552,32.335,135,-17.3737
9.1,0,0,-26.3737,204.0984,32.6913,135,-17.2737
9.2,0,0,-26.3737,204.0411,33.0474,135,-17.1737
9.3,0,0,-26.3737,203.9831,33.4035,135,-17.0737
9.4,0,0,-26.3737,203.9245,33.7595,135,-16.9737
9.5,0,0,-26.3737,203.8652,34.1153,135,-16.8737
9.6,0,0,-26.3737,203.8054,34.4711,135,-16.7737
9.7,0,0,-26.3737,203.7449,34.8268,135,-16.6737
9.8,0,0,-26.3737,203.6838,35.1823,135,-16.5737
9.9,0,0,-26.3737,203.6221,35.5377,135,-16.4737
10,0,0,-26.3737,203.5598,35.8931,135,-16.3737
10.1,0,0,-26.3737,203.4968,36.2483,135,-16.2737
10.2,0,0,-26.3737,203.4332,36.6034,135,-16.1737
10.3,0,0,-26.3737,203.369,36.9584,135,-16.0737
10.4,0,0,-26.3737,203.3042,37.3133,135,-15.9737
10.5,0,0,-26.3737,203.2388,37.6681,135,-15.8737
10.6,0,0,-26.3737,203.1727,38.0227,135,-15.7737
10.7,0,0,-26.3737,203.1061,38.3773,135,-15.6737
10.8,0,0,-26.3737,203.0388,38.7317,135,-15.5737
10.9,0,0,-26.3737,202.9709,39.086,135,-15.4737
11,0,0,-26.3737,202.9023,39.4402,135,-15.3737
11.1,0,0,-26.3737,202.8332,39.7943,135,-15.2737
11.2,0,0,-26.3737,202.7634,40.1482,135,-15.1737
11.3,0,0,-26.3737,202.6931,40.5021,135,-15.0737
11.4,0,0,-26.3737,202.6221,40.8558,135,-14.9737
11.5,0,0,-26.3737,202.5504,41.2094,135,-14.8737
11.6,0,0,-26.3737,202.4782,41.5628,135,-14.7737
11.7,0,0,-26.3737,202.4053,41.9161,135,-14.6737
11.8,0,0,-26.3737,202.3319,42.2693,135,-14.5737
11.9,0,0,-26.3737,202.2578,42.6224,135,-14.4737
12,0,0,-26.3737,202.1831,42.9753,135,-14.3737
12.1,0,0,-26.3737,202.1078,43.3282,135,-14.2737
12.2,0,0,-26.3737,202.0319,43.6808,135,-14.1737
12.3,0,0,-26.3737,201.9553,44.0334,135,-14.0737
12.4,0,0,-26.3737,201.8782,44.3858,135,-13.9737
12.5,0,0,-26.3737,201.8004,44.7381,135,-13.8737
12.6,0,0,-26.3737,201.722,45.0902,135,-13.7737
12.7,0,0,-26.3737,201.643,45.4422,135,-13.6737
12.8,0,0,-26.3737,201.5634,45.7941,135,-13.5737
12.9,0,0,-26.3737,201.4832,46.1458,135,-13.4737
13,0,0,-26.3737,201.4023,46.4974,135,-13.3737
13.1,0,0,-26.3737,201.3208,46.8488,135,-13.2737
13.2,0,0,-26.3737,201.2388,47.2001,135,-13.1737
13.3,0,0,-26.3737,201.1561,47.5513,135,-13.0737
13.4,0,0,-26.3737,201.0728,47.9023,135,-12.9737
13.5,0,0,-26.3737,200.9889,48.2532,135,-12.8737
13.6,0,0,-26.3737,200.9043,48.6039,135,-12.7737
13.7,0,0,-26.3737,200.8192,48.9544,135,-12.6737
13.8,0,0,-26.3737,200.7335,49.3049,135,-12.5737
13.9,0,0,-26.3737,200.6471,49.6551,135,-12.4737
14,0,0,-26.3737,200.5601,50.0053,135,-12.3737
14.1,0,0,-26.3737,200.4725,50.3552,135,-12.2737
14.2,0,0,-26.3737,200.3844,50.705,135,-12.1737
14.3,0,0,-26.3737,200.2956,51.0547,135,-12.0737
14.4,0,0,-26.3737,200.2061,51.4042,135,-11.9737
14.5,0,0,-26.3737,200.1161,51.7536,135,-11.8737
14.6,0,0,-26.3737,200.0255,52.1027,135,-11.7737
14.7,0,0,-26.3737,199.9342,52.4518,135,-11.6737
14.8,0,0,-26.3737,199.8424,52.8006,135,-11.5737
14.9,0,0,-26.3737,199.7499,53.1493,135,-11.4737
15,0,0,-26.3737,199.6569,53.4979,135,-11.3737
15.1,0,0,-26.3737,199.5632,53.8463,135,-11.2737
15.2,0,0,-26.3737,199.4689,54.1945,135,-11.1737
15.3,0,0,-26.3737,199.374,54.5426,135,-11.0737
15.4,0,0,-26.3737,199.2785,54.8904,135,-10.9737
15.5,0,0,-26.3737,199.1824,55.2382,135,-10.8737
15.6,0,0,-26.3737,199.0857,55.5857,135,-10.7737
15.7,0,0,-26.3737,198.9884,55.9331,135,-10.6737
15.8,0,0,-26.3737,198.8905,56.2803,135,-10.5737
15.9,0,0,-26.3737,198.7919,56.6274,135,-10.4737
16,0,0,-26.3737,198.6928,56.9742,135,-10.3737
16.1,0,0,-26.3737,198.593,57.3209,135,-10.2737
16.2,0,0,-26.3737,198.4927,57.6675,135,-10.1737
16.3,0,0,-26.3737,198.3918,58.0138,135,-10.0737
16.4,0,0,-26.3737,198.2902,58.36,135,-9.9737
16.5,0,0,-26.3737,198.188,58.706,135,-9.8737
16.6,0,0,-26.3737,198.0853,59.0518,135,-9.7737
16.7,0,0,-26.3737,197.9819,59.3974,135,-9.6737
16.8,0,0,-26.3737,197.8779,59.7429,135,-9.5737
16.9,0,0,-26.3737,197.7734,60.0881,135,-9.4737
17,0,0,-26.3737,197.6682,60.4332,135,-9.3737
17.1,0,0,-26.3737,197.5624,60.7781,135,-9.2737
17.2,0,0,-26.3737,197.456,61.1229,135,-9.1737
17.3,0,0,-26.3737,197.3491,61.4674,135,-9.0737
17.4,0,0,-26.3737,197.2415,61.8117,135,-8.9737
17.5,0,0,-26.3737,197.1333,62.1559,135,-8.8737
17.6,0,0,-26.3737,197.0245,62.4999,135,-8.7737
17.7,0,0,-26.3737,196.9151,62.8436,135,-8.6737
17.8,0,0,-26.3737,196.8051,63.1872,135,-8.5737
17.9,0,0,-26.3737,196.6946,63.5306,135,-8.4737
18,0,0,-26.3737,196.5834,63.8738,135,-8.3737
18.1,0,0,-26.3737,196.4716,64.2168,135,-8.2737
18.2,0,0,-26.3737,196.3592,64.5596,135,-8.1737
18.3,0,0,-26.3737,196.2462,64.9022,135,-8.0737
18.4,0,0,-26.3737,196.1327,65.2447,135,-7.9737
18.5,0,0,-26.3737,196.0185,65.5869,135,-7.8737
18.6,0,0,-26.3737,195.9037,65.9289,135,-7.7737
18.7,0,0,-26.3737,195.7884,66.2707,135,-7.6737
18.8,0,0,-26.3737,195.6724,66.6123,135,-7.5737
18.9,0,0,-26.3737,195.5558,66.9537,135,-7.4737
19,0,0,-26.3737,195.4387,67.2949,135,-7.3737
19.1,0,0,-26.3737,195.3209,67.6359,135,-7.2737
19.2,0,0,-26.3737,195.2026,67.9767,135,-7.1737
19.3,0,0,-26.3737,195.0837,68.3173,135,-7.0737
19.4,0,0,-26.3737,194.9641,68.6577,135,-6.9737
19.5,0,0,-26.3737,194.844,68.9979,135,-6.8737
19.6,0,0,-26.3737,194.7233,69.3378,135,-6.7737
19.7,0,0,-26.3737,194.602,69.6776,135,-6.6737
19.8,0,0,-26.3737,194.4801,70.0171,135,-6.5737
19.9,0,0,-26.3737,194.3576,70.3565,135,-6.4737
20,0,0,-26.3737,194.2345,70.6956,135,-6.3737
20.1,0,0,-26.3737,194.1108,71.0345,135,-6.2737
20.2,0,0,-26.3737,193.9865,71.3731,135,-6.1737
20.3,0,0,-26.3737,193.8616,71.7116,135,-6.0737
20.4,0,0,-26.3737,193.7362,72.0498,135,-5.9737
20.5,0,0,-26.3737,193.6101,72.3879,135,-5.8737
20.6,0,0,-26.3737,193.4835,72.7257,135,-5.7737
20.7,0,0,-26.3737,193.3563,73.0633,135,-5.6737
20.8,0,0,-26.3737,193.2285,73.4006,135,-5.5737
20.9,0,0,-26.3737,193.1001,73.7377,135,-5.4737
21,0,0,-26.3737,192.9711,74.0747,135,-5.3737
21.1,0,0,-26.3737,192.8415,74.4113,135,-5.2737
21.2,0,0,-26.3737,192.7113,74.7478,135,-5.1737
21.3,0,0,-26.3737,192.5806,75.084,135,-5.0737
21.4,0,0,-26.3737,192.4492,75.42,135,-4.9737
21.5,0,0,-26.3737,192.3173,75.7558,135,-4.8737
21.6,0,0,-26.3737,192.1848,76.0913,135,-4.7737
21.7,0,0,-26.3737,192.0517,76.4267,135,-4.6737
21.8,0,0,-26.3737,191.918,76.7617,135,-4.5737
21.9,0,0,-26.3737,191.7838,77.0966,135,-4.4737
22,0,0,-26.3737,191.6489,77.4312,135,-4.3737
22.1,0,0,-26.3737,191.5135,77.7656,135,-4.2737
22.2,0,0,-26.3737,191.3775,78.0997,135,-4.1737
22.3,0,0,-26.3737,191.2408,78.4336,135,-4.0737
22.4,0,0,-26.3737,191.1037,78.7672,135,-3.9737
22.5,0,0,-26.3737,190.9659,79.1007,135,-3.8737
22.6,0,0,-26.3737,190.8275,79.4338,135,-3.7737
22.7,0,0,-26.3737,190.6886,79.7668,135,-3.6737
22.8,0,0,-26.3737,190.5491,80.0995,135,-3.5737
22.9,0,0,-26.3737,190.409,80.4319,135,-3.4737
23,0,0,-26.3737,190.2684,80.7641,135,-3.3737
23.1,0,0,-26.3737,190.1271,81.0961,135,-3.2737
23.2,0,0,-26.3737,189.9853,81.4278,135,-3.1737
23.3,0,0,-26.3737,189.8429,81.7592,135,-3.0737
23.4,0,0,-26.3737,189.6999,82.0905,135,-2.9737
23.5,0,0,-26.3737,189.5563,82.4214,135,-2.8737
23.6,0,0,-26.3737,189.4122,82.7521,135,-2.7737
23.7,0,0,-26.3737,189.2675,83.0826,135,-2.6737
23.8,0,0,-26.3737,189.1222,83.4128,135,-2.5737
23.9,0,0,-26.3737,188.9763,83.7428,135,-2.4737
24,0,0,-26.3737,188.8298,84.0725,135,-2.3737
24.1,0,0,-26.3737,188.6828,84.4019,135,-2.2737
24.2,0,0,-26.3737,188.5352,84.7311,135,-2.1737
24.3,0,0,-26.3737,188.3871,85.06,135,-2.0737
24.4,0,0,-26.3737,188.2383,85.3887,135,-1.9737
24.5,0,0,-26.3737,188.089,85.7171,135,-1.8737
24.6,0,0,-26.3737,187.9391,86.0452,135,-1.7737
24.7,0,0,-26.3737,187.7886,86.3731,135,-1.6737
24.8,0,0,-26.3737,187.6376,86.7007,135,-1.5737
24.9,0,0,-26.3737,187.486,87.0281,135,-1.4737
25,0,0,-26.3737,187.3338,87.3552,135,-1.3737
25.1,0,0,-26.3737,187.1811,87.682,135,-1.2737
25.2,0,0,-26.3737,187.0278,88.0086,135,-1.1737
25.3,0,0,-26.3737,186.8739,88.3349,135,-1.0737
25.4,0,0,-26.3737,186.7194,88.6609,135,-0.9737
25.5,0,0,-26.3737,186.5644,88.9866,135,-0.8737
25.6,0,0,-26.3737,186.4088,89.3121,135,-0.7737
25.7,0,0,-26.3737,186.2526,89.6373,135,-0.6737
25.8,0,0,-26.3737,186.0959,89.9623,135,-0.5737
25.9,0,0,-26.3737,185.9386,90.2869,135,-0.4737
26,0,0,-26.3737,185.7807,90.6113,135,-0.3737
26.1,0,0,-26.3737,185.6223,90.9354,135,-0.2737
26.2,0,0,-26.3737,185.4633,91.2593,135,-0.1737
26.3,0,0,-26.3737,185.3037,91.5828,135,-0.0737
26.4,0,0,-26.3737,185.1436,91.9061,135,0.0263
26.5,0,0,-26.3737,184.9829,92.2291,135,0.1263
26.6,0,0,-26.3737,184.8217,92.5518,135,0.2263
26.7,0,0,-26.3737,184.6599,92.8742,135,0.3263
26.8,0,0,-26.3737,184.4975,93.1964,135,0.4263
26.9,0,0,-26.3737,184.3345,93.5183,135,0.5263
27,0,0,-26.3737,184.171,93.8398,135,0.6263
27.1,0,0,-26.3737,184.007,94.1611,135,0.7263
27.2,0,0,-26.3737,183.8424,94.4821,135,0.8263
27.3,0,0,-26.3737,183.6772,94.8029,135,0.9263
27.4,0,0,-26.3737,183.5114,95.1233,135,1.0263
27.5,0,0,-26.3737,183.3451,95.4434,135,1.1263
27.6,0,0,-26.3737,183.1783,95.7633,135,1.2263
27.7,0,0,-26.3737,183.0109,96.0828,135,1.3263
27.8,0,0,-26.3737,182.8429,96.4021,135,1.4263
27.9,0,0,-26.3737,182.6743,96.7211,135,1.5263
28,0,0,-26.3737,182.5053,97.0398,135,1.6263
28.1,0,0,-26.3737,182.3356,97.3582,135,1.7263
28.2,0,0,-26.3737,182.1654,97.6762,135,1.8263
28.3,0,0,-26.3737,181.9947,97.994,135,1.9263
28.4,0,0,-26.3737,181.8233,98.3115,135,2.0263
28.5,0,0,-26.3737,181.6515,98.6287,135,2.1263
28.6,0,0,-26.3737,181.4791,98.9456,135,2.2263
28.7,0,0,-26.3737,181.3061,99.2622,135,2.3263
28.8,0,0,-26.3737,181.1326,99.5785,135,2.4263
28.9,0,0,-26.3737,180.9585,99.8945,135,2.5263
29,0,0,-26.3737,180.7839,100.2102,135,2.6263
29.1,0,0,-26.3737,180.6087,100.5255,135,2.7263
29.2,0,0,-26.3737,180.433,100.8406,135,2.8263
29.3,0,0,-26.3737,180.2567,101.1553,135,2.9263
29.4,0,0,-26.3737,180.0799,101.4698,135,3.0263
29.5,0,0,-26.3737,179.9025,101.784,135,3.1263
29.6,0,0,-26.3737,179.7246,102.0978,135,3.2263
29.7,0,0,-26.3737,179.5461,102.4113,135,3.3263
29.8,0,0,-26.3737,179.3671,102.7245,135,3.4263
29.9,0,0,-26.3737,179.1876,103.0374,135,3.5263
30,0,0,-26.3737,179.0074,103.35,135,3.6263
30.1,0,0,-26.3737,178.8268,103.6623,135,3.7263
30.2,0,0,-26.3737,178.6456,103.9742,135,3.8263
30.3,0,0,-26.3737,178.4639,104.2859,135,3.9263
30.4,0,0,-26.3737,178.2816,104.5972,135,4.0263
30.5,0,0,-26.3737,178.0987,104.9082,135,4.1263
30.6,0,0,-26.3737,177.9154,105.2189,135,4.2263
30.7,0,0,-26.3737,177.7314,105.5292,135,4.3263
30.8,0,0,-26.3737,177.547,105.8393,135,4.4263
30.9,0,0,-26.3737,177.362,106.149,135,4.5263
31,0,0,-26.3737,177.1765,106.4584,135,4.6263
31.1,0,0,-26.3737,176.9904,106.7674,135,4.7263
31.2,0,0,-26.3737,176.8038,107.0762,135,4.8263
31.3,0,0,-26.3737,176.6166,107.3846,135,4.9263
31.4,0,0,-26.3737,176.4289,107.6927,135,5.0263
31.5,0,0,-26.3737,176.2407,108.0005,135,5.1263
31.6,0,0,-26.3737,176.0519,108.3079,135,5.2263
31.7,0,0,-26.3737,175.8626,108.615,135,5.3263
31.8,0,0,-26.3737,175.6728,108.9218,135,5.4263
31.9,0,0,-26.3737,175.4824,109.2282,135,5.5263
32,0,0,-26.3737,175.2915,109.5343,135,5.6263
32.1,0,0,-26.3737,175.1001,109.8401,135,5.7263
32.2,0,0,-26.3737,174.9081,110.1455,135,5.8263
32.3,0,0,-26.3737,174.7156,110.4506,135,5.9263
32.4,0,0,-26.3737,174.5226,110.7554,135,6.0263
32.5,0,0,-26.3737,174.329,111.0598,135,6.1263
32.6,0,0,-26.3737,174.1349,111.3639,135,6.2263
32.7,0,0,-26.3737,173.9403,111.6677,135,6.3263
32.8,0,0,-26.3737,173.7451,111.9711,135,6.4263
32.9,0,0,-26.3737,173.5494,112.2742,135,6.5263
33,0,0,-26.3737,173.3532,112.5769,135,6.6263
33.1,0,0,-26.3737,173.1565,112.8793,135,6.7263
33.2,0,0,-26.3737,172.9592,113.1813,135,6.8263
33.3,0,0,-26.3737,172.7614,113.483,135,6.9263
33.4,0,0,-26.3737,172.563,113.7844,135,7.0263
33.5,0,0,-26.3737,172.3642,114.0854,135,7.1263
33.6,0,0,-26.3737,172.1648,114.386,135,7.2263
33.7,0,0,-26.3737,171.9649,114.6864,135,7.3263
33.8,0,0,-26.3737,171.7645,114.9863,135,7.4263
33.9,0,0,-26.3737,171.5635,115.2859,135,7.5263
34,0,0,-26.3737,171.3621,115.5852,135,7.6263
34.1,0,0,-26.3737,171.1601,115.8841,135,7.7263
34.2,0,0,-26.3737,170.9576,116.1826,135,7.8263
34.3,0,0,-26.3737,170.7545,116.4808,135,7.9263
34.4,0,0,-26.3737,170.5509,116.7787,135,8.0263
34.5,0,0,-26.3737,170.3469,117.0762,135,8.1263
34.6,0,0,-26.3737,170.1423,117.3733,135,8.2263
34.7,0,0,-26.3737,169.9372,117.6701,135,8.3263
34.8,0,0,-26.3737,169.7315,117.9665,135,8.4263
34.9,0,0,-26.3737,169.5254,118.2626,135,8.5263
35,0,0,-26.3737,169.3187,118.5583,135,8.6263
35.1,0,0,-26.3737,169.1115,118.8536,135,8.7263
35.2,0,0,-26.3737,168.9038,119.1486,135,8.8263
35.3,0,0,-26.3737,168.6956,119.4432,135,8.9263
35.4,0,0,-26.3737,168.4869,119.7374,135,9.0263
35.5,0,0,-26.3737,168.2777,120.0313,135,9.1263
35.6,0,0,-26.3737,168.0679,120.3248,135,9.2263
35.7,0,0,-26.3737,167.8577,120.618,135,9.3263
35.8,0,0,-26.3737,167.6469,120.9107,135,9.4263
35.9,0,0,-26.3737,167.4356,121.2032,135,9.5263
36,0,0,-26.3737,167.2238,121.4952,135,9.6263
36.1,0,0,-26.3737,167.0115,121.7869,135,9.7263
36.2,0,0,-26.3737,166.7987,122.0782,135,9.8263
36.3,0,0,-26.3737,166.5854,122.3691,135,9.9263
36.4,0,0,-26.3737,166.3716,122.6597,135,10.0263
36.5,0,0,-26.3737,166.1572,122.9499,135,10.1263
36.6,0,0,-26.3737,165.9424,123.2397,135,10.2263
36.7,0,0,-26.3737,165.727,123.5291,135,10.3263
36.8,0,0,-26.3737,165.5112,123.8182,135,10.4263
36.9,0,0,-26.3737,165.2948,124.1069,135,10.5263
37,0,0,-26.3737,165.078,124.3952,135,10.6263
37.1,0,0,-26.3737,164.8606,124.6831,135,10.7263
37.2,0,0,-26.3737,164.6427,124.9706,135,10.8263
37.3,0,0,-26.3737,164.4244,125.2578,135,10.9263
37.4,0,0,-26.3737,164.2055,125.5446,135,11.0263
37.5,0,0,-26.3737,163.9861,125.831,135,11.1263
37.6,0,0,-26.3737,163.7663,126.117,135,11.2263
37.7,0,0,-26.3737,163.5459,126.4026,135,11.3263
37.8,0,0,-26.3737,163.325,126.6879,135,11.4263
37.9,0,0,-26.3737,163.1037,126.9728,135,11.5263
38,0,0,-26.3737,162.8818,127.2572,135,11.6263
38.1,0,0,-26.3737,162.6595,127.5413,135,11.7263
38.2,0,0,-26.3737,162.4366,127.825,135,11.8263
38.3,0,0,-26.3737,162.2133,128.1083,135,11.9263
38.4,0,0,-26.3737,161.9894,128.3913,135,12.0263
38.5,0,0,-26.3737,161.7651,128.6738,135,12.1263
38.6,0,0,-26.3737,161.5403,128.9559,135,12.2263
38.7,0,0,-26.3737,161.315,129.2377,135,12.3263
38.8,0,0,-26.3737,161.0892,129.519,135,12.4263
